,image_local_name,hashtags,deep_features,id,features
453,b8e53f13-285a-44a7-830a-3d587a30daec.jpg,"['#instagood', '#babyboy', '#family', '#bebe', '#pregnancy', '#babygirl', '#babyshower', '#cutebaby', '#bhfyp', '#happy', '#fashion', '#like', '#mom', '#photography', '#follow', '#love', '#instagram', '#momlife', '#pregnant', '#baby', '#babyfashion', '#girl', '#handmade', '#babies', '#newborn', '#babylove', '#kids', '#beautiful', '#cute', '#photooftheday']",[2.0353346  0.         1.5737944  ... 0.04851467 0.01162306 0.0735285 ],453,"[-0.01468802522867918, -0.32511547207832336, -0.0672609731554985, 0.3770558536052704, -0.25304272770881653, -0.17199912667274475, -0.408461332321167, 0.4151182472705841, 0.6203880310058594, -0.20268145203590393]"
84,8f9d6965-8ed6-4642-b118-af6a9c58b24e.jpg,"['#positivevibes', '#happiness', '#wellness', '#bhfyp', '#health', '#fitness', '#mindset', '#mentalillness', '#therapy', '#happy', '#selfcare', '#loveyourself', '#psychology', '#quotes', '#mentalhealth', '#selflove', '#mentalhealthawareness', '#instagood', '#inspiration', '#motivation', '#meditation', '#depression', '#mentalhealthmatters', '#healing', '#mindfulness', '#covid', '#love', '#positivity', '#anxiety', '#life']",[0.         0.         0.12202005 ... 0.         0.         0.16487542],84,"[0.5748135447502136, -0.3458002805709839, 0.19965972006320953, 0.46752798557281494, -0.18113186955451965, 0.054592639207839966, -0.6308967471122742, -0.2864457964897156, 0.6030042767524719, 0.12172911316156387]"
856,40c9a3df-279a-4b4d-9ecb-6cf4f713d47c.jpg,"['#pet', '#cats', '#cutecat', '#instagood', '#kittens', '#catlovers', '#love', '#catoftheday', '#australia', '#instacat', '#catlover', '#cat', '#kitty', '#ilovemycat', '#catlife', '#catstagram', '#photooftheday', '#kittensofinstagram', '#meow', '#animals', '#petstagram', '#cute', '#petsofinstagram', '#pets', '#kitten', '#animal', '#catsofinstagram']",[0.2279018  0.5955908  0.02928278 ... 1.6266656  0.41232726 0.47812572],856,"[0.1363838016986847, -0.2697557508945465, 0.03574813902378082, -0.12176797538995743, -0.1851428896188736, -0.23151952028274536, -0.530684769153595, 0.7232738733291626, 0.4195415675640106, 0.2882348299026489]"
691,243ab46f-ce39-4e02-b906-19b66ef3fd66.jpg,"['#foodbeast', '#crave', '#feedfeed', '#instafood', '#foodprnshare', '#Food', '#goan', '#teamagoa', '#pompretfish', '#pompretfishfry', '#foodlovers', '#goatourism', '#eatfamous', '#pompretfry', '#foodandwine', '#foodart', '#forkyeah', '#gastronogram', '#bestfoodingoa', '#foodoftheday', '#eeeeeats', '#bestfoodworld', '#pompret']",[0.5779763  0.         0.         ... 0.02445946 0.         0.04567961],691,"[0.03219897300004959, 0.6470672488212585, 0.12235649675130844, 0.1463034301996231, 0.539289653301239, -0.6669886708259583, -0.16460132598876953, 0.318604975938797, -0.47747504711151123, -0.34742048382759094]"
314,3653c710-e20c-4912-85be-ff983484984c.jpg,"['#myself', '#nature', '#fashion', '#instagram', '#instagood', '#picoftheday', '#photography', '#life', '#likeforlikes', '#likes', '#likeforfollow', '#art', '#me', '#follow', '#insta', '#photooftheday', '#happy', '#bhfyp', '#like', '#instalike', '#smile', '#followme', '#photo', '#style', '#beautiful', '#followforfollowback', '#instadaily', '#love', '#l']",[0.         0.         1.3949411  ... 0.59153163 0.4737857  1.4959255 ],314,"[0.2530762851238251, -0.10822232067584991, 0.23345649242401123, -0.05269908905029297, 0.41138648986816406, -0.09991252422332764, -0.04260003939270973, 0.19184915721416473, 0.8918441534042358, -0.06611457467079163]"
664,4f1beb94-cb58-4dcd-bb4b-98cdbaf19583.jpg,"['#reels', '#pizzalover', '#foryou', '#foodlover', '#pizza', '#food']",[1.9082961  0.         0.         ... 0.09953371 0.02386524 0.34350276],664,"[0.1944631040096283, 0.3195207118988037, 0.1263337880373001, 0.13680095970630646, 0.3500825762748718, 0.02748439647257328, -0.21326571702957153, 0.05586405098438263, 0.20074966549873352, -0.19100633263587952]"
824,50ae1ea2-1e15-46d1-848a-ce35563ea323.jpg,"['#komikhayvanlar', '#hayvan', '#yavrukedi', '#parrot', '#hayvanlaralemi', '#follow', '#mutluhayvanlar', '#pets', '#yavruko']",[0.31863162 0.         0.07245735 ... 0.         0.         0.9981828 ],824,"[0.21984046697616577, -0.2718808948993683, -0.018902646377682686, 0.17214742302894592, -0.09159277379512787, -0.22021405398845673, -0.40192240476608276, 0.396524578332901, 0.22721242904663086, 0.15752047300338745]"
247,4a12e8ab-8f83-49d6-a4ff-3ea3cd61e5c3.jpg,"['#like', '#likeforfollow', '#f', '#ootd', '#l', '#instagood', '#likes', '#instagram', '#fff', '#travel', '#likeforlikes', '#instadaily', '#followforfollowback']",[1.0128561  0.799397   0.70835245 ... 0.03641086 0.         0.00361706],247,"[0.2887783944606781, -0.06422248482704163, 0.22752778232097626, -0.013900689780712128, 0.3827000856399536, -0.041490454226732254, -0.05218952149152756, 0.1243351623415947, 0.8009644746780396, 0.04568067193031311]"
627,16dabbb5-b451-458c-8d78-a2e316d87a2b.jpg,"['#repost', '#summer', '#likeforlike', '#amazing', '#instagram', '#instadaily', '#fitness', '#like', '#followme', '#art', '#foodporn', '#instamood', '#instagood', '#beautiful', '#followforfollow', '#tbt', '#happy', '#love', '#photooftheday', '#life', '#photo', '#follow', '#photography', '#picoftheday', '#food', '#ootd', '#instalike', '#igers']",[0.2882474  0.         0.         ... 0.00862665 0.13392681 0.        ],627,"[0.3193901777267456, 0.050509534776210785, 0.19000244140625, -0.04153219237923622, 0.48691144585609436, -0.005299789365381002, -0.10479152202606201, 0.2028045505285263, 0.8792963624000549, -0.07521702349185944]"
728,f078427d-49e1-4ea4-8bb0-9544059f1c42.jpg,"['#lifestyle', '#architecturestudent', '#buildings', '#architect', '#engineering', '#creative', '#house', '#home', '#apartment', '#skyscraper', '#villa', '#tradition', '#sanjaypuriarchitects', '#building', '#Udaipur', '#pattern', '#architecture', '#artist', '#rajasthan', '#India', '#construction', '#designer', '#light', '#interiordesigner', '#sculpture', '#design', '#art', '#interiors', '#lighting', '#wayoflife']",[0.         2.4154932  1.4980966  ... 0.         0.         0.02110067],728,"[0.2990698218345642, -0.02229130081832409, -0.17900599539279938, 0.26071271300315857, -0.6073464155197144, -0.12077347189188004, 0.2192658931016922, 0.3526478409767151, 0.5699445009231567, -0.845668613910675]"
87,6fcf23fa-e3ec-4c24-958b-392093adff48.jpg,"['#latinadance', '#dance', '#workout', '#kjrussia', '#latina', '#fit', '#amazing', '#bodymotivation', '#moscow', '#model', '#sport', '#cycle', '#kangoojumps', '#fitness', '#healthylifestyle']",[0.         0.         0.         ... 0.609029   0.8218858  0.08611004],87,"[0.5189972519874573, -0.12374519556760788, -0.11816731095314026, 0.12471768260002136, 0.6604097485542297, -0.006089366506785154, -0.1709078848361969, -0.04830821231007576, 0.4418066740036011, -0.032467424869537354]"
649,ec8af98c-2c9a-4608-85b7-e6955c522889.jpg,"['#reels', '#mcdonnelldouglas', '#mcdonalsnagpur', '#foodie', '#hotel', '#coffee', '#mcdonaldsindia', '#instagram', '#mcdonalds', '#love', '#food', '#coffeetime', '#fastfoodlife']",[0.19489528 0.         0.         ... 0.         0.         0.        ],649,"[0.36787018179893494, 0.30932220816612244, 0.2879864573478699, 0.11825035512447357, 0.014861809089779854, 0.07452176511287689, -0.4510400593280792, 0.19521653652191162, 0.4331689774990082, -0.2988845705986023]"
171,425de771-653f-4dd9-b30c-47016a61ae55.jpg,"['#instagood', '#followforfollow', '#fff', '#follow']",[0.15654518 2.6106603  0.00524122 ... 1.9262414  0.14013277 0.5758419 ],171,"[0.13927122950553894, -0.07714621722698212, 0.12705712020397186, 0.10257314890623093, 0.16300033032894135, -0.027302391827106476, -0.10814394801855087, 0.1510336846113205, 0.5374718308448792, 0.01753230206668377]"
273,e17e3927-c94f-41e0-8246-dd3842631413.jpg,"['#travelgram', '#nature', '#beautyphotography', '#sun', '#nikon', '#travelphotography', '#sunsetlovers', '#clouds', '#wanderlust', '#tenerife', '#travel', '#adventure', '#photography', '#oceanview', '#adventurephotography', '#photoshoot', '#landscape', '#photooftheday', '#canaryislands', '#cloudscape', '#traveler', '#landscapephotography', '#sunset', '#beautyofnature', '#adventuretime', '#photo', '#traveling', '#raw', '#roamers', '#nikonphotography']",[0.30219927 0.40353683 0.09756166 ... 0.41382477 0.1478084  0.9724437 ],273,"[-0.010881811380386353, 0.06408490985631943, -0.4997543394565582, -0.4928821325302124, 0.19757695496082306, -0.38837629556655884, 0.09924596548080444, -0.07309957593679428, 0.8747397661209106, -0.14038705825805664]"
343,d126df03-ae7c-463a-b2d7-536f7b5383e0.jpg,"['#russiannature', '#landscape', '#canon', '#karelia', '#nature', '#autumn', '#canonphotography', '#north']",[0.         1.140769   0.         ... 0.         0.         0.32314843],343,"[-0.06847365200519562, 0.00858489703387022, -0.038171347230672836, -0.49007943272590637, 0.13140471279621124, -0.208954855799675, -0.029522912576794624, 0.018494848161935806, 0.3288501501083374, -0.29673638939857483]"
443,072a38a6-cc0b-4f9f-8f15-a080b8201c77.jpg,"['#instagood', '#babyboy', '#family', '#bebe', '#pregnancy', '#babygirl', '#babyshower', '#cutebaby', '#bhfyp', '#happy', '#mom', '#photography', '#follow', '#instababy', '#love', '#instagram', '#momlife', '#pregnant', '#baby', '#girl', '#handmade', '#babies', '#newborn', '#babylove', '#kids', '#beautiful', '#cute', '#photooftheday']",[1.3341463  0.04858267 0.19453476 ... 0.01719118 0.18552521 0.        ],443,"[-0.012903358787298203, -0.3276461362838745, -0.07342289388179779, 0.34069085121154785, -0.2955402433872223, -0.19693876802921295, -0.4295787811279297, 0.4197860360145569, 0.5725767612457275, -0.20788554847240448]"
434,4afb99a6-a4de-4d42-89aa-b6d1a4591e48.jpg,"['#weamiguru', '#lettering', '#crochetforbabies', '#wecreate', '#crocheting', '#instagift', '#amigurumi', '#plektokouti', '#amigurimilove', '#madebyorder', '#amigurumist', '#kidsroom', '#crochetlover', '#croch', '#decor', '#personalized', '#monograms', '#h', '#ganchillo', '#babygift', '#madewithlove', '#crochet', '#personalisedgifts', '#makers', '#handmade', '#frames', '#momsofig', '#babies', '#newborn', '#babiesroom']",[0.04225977 0.08267222 0.         ... 0.         1.4324206  0.        ],434,"[-0.5509045124053955, -0.47752389311790466, 0.126061350107193, 0.27783143520355225, -0.6224909424781799, 0.36765924096107483, -0.6859575510025024, -0.12867701053619385, -0.011407336220145226, -0.8068917393684387]"
956,79a29990-12de-4575-a7c7-afebda2a533b.jpg,"['#BoutiqueFashion', '#onlineshopping', '#weddingbells', '#Simplekurtis', '#Fashion', '#weddingsutra', '#fashionista', '#festival', '#Style', '#Kurtis', '#indowestern', '#indianwear', '#weddingcollection', '#Designerkurtis', '#happyCustomer', '#Shopping', '#weddingdairies', '#Occasion', '#weddingbrigade', '#Designer', '#Fashionkurtis', '#Boutiquecollection', '#Boutique', '#vocalforlocalindia', '#celebritystyle', '#wedding', '#manufacturer', '#onlinekurtis', '#designercollection', '#PartyWear']",[0.         0.         0.         ... 0.13645117 0.81982803 0.        ],956,"[-0.2319813221693039, -0.15818829834461212, -0.32169365882873535, -0.021947350353002548, 1.037035584449768, 0.20299483835697174, 0.7207417488098145, 0.37618905305862427, -0.07225588709115982, -0.1504824012517929]"
439,ba249666-9233-4f5a-acc1-c6cc37134d85.jpg,"['#family', '#likeforlike', '#followtrain', '#happy', '#followme', '#followforfollow', '#like', '#onexone', '#oneforone', '#tuesday', '#follow', '#mybaby', '#likexlike', '#love', '#pink', '#rainy', '#cute', '#twin', '#baby', '#following', '#one', '#girl', '#myeverything', '#babies', '#myworld', '#pic', '#smile', '#followxfollow']",[0.07141457 0.9036151  0.01330565 ... 1.2563719  0.18173397 2.570546  ],439,"[0.04023674502968788, -0.4244091212749481, 0.4415019750595093, 0.2777129113674164, 0.13760097324848175, -0.021366165950894356, 0.10410119593143463, 0.567509114742279, 0.8769683241844177, 0.018058493733406067]"
51,664a115d-a16d-47e9-855e-4d66c4a486ac.jpg,"['#fitness', '#youtube', '#fashion']",[0.         0.         0.         ... 0.11898828 0.         0.12055204],51,"[0.19771243631839752, -0.046330083161592484, 0.10249404609203339, 0.12186727672815323, 0.22441668808460236, 0.10524457693099976, -0.14617013931274414, 0.023498890921473503, 0.33543822169303894, -0.018856072798371315]"
331,cc3bbf58-015a-4005-8db0-daab5c960db8.jpg,"['#flora', '#floweroftheday', '#natureclick', '#natureza', '#wildlifephotography', '#pinkflowers', '#nature', '#floradesign', '#flowerinstagram', '#wildnature', '#flowers', '#plants']",[0.16696101 0.85743296 0.         ... 0.         1.5701321  0.        ],331,"[-0.28042614459991455, -0.21525023877620697, -0.208723783493042, -0.36320433020591736, 0.07296932488679886, -0.42160314321517944, -0.20060773193836212, -0.2710294723510742, 0.28959670662879944, -0.2584351599216461]"
794,63bfd9c7-4015-472d-9885-848dabfde4cb.jpg,"['#newbuild', '#modernhouse', '#architecture', '#blackzinc', '#blackhouse', '#beautifulgardens', '#modernarchitecture', '#gardensofinstagram', '#scottisharchitecture', '#zinccladding', '#granddesigns']",[0.         1.529436   0.51655424 ... 0.00493431 0.         0.93640566],794,"[0.31097501516342163, 0.05723124369978905, -0.20599184930324554, 0.0015724312979727983, -0.32935312390327454, 0.20879000425338745, 0.3464803695678711, 0.17301665246486664, 0.15859761834144592, -0.27886417508125305]"
994,840f42dd-f90f-4566-8c26-162d726fed6e.jpg,"['#wedding', '#tradition', '#japan', '#likeforlikes', '#princessmako', '#liketime', '#japanese']",[0.32113716 0.0850251  0.         ... 0.         0.         0.        ],994,"[-0.008900121785700321, -0.013213175348937511, 0.034110672771930695, 0.1093970388174057, 0.3583926558494568, -0.046766769140958786, 0.14071273803710938, 0.12340816855430603, 0.519553542137146, -0.03128039836883545]"
465,962f659a-15d6-4767-a2b7-b6c963256d17.jpg,"['#mixedbaby', '#handsome', '#baby', '#mixedracebaby']",[0.         0.         1.8274834  ... 0.20514542 0.         0.09570326],465,"[-0.06164157763123512, -0.15773256123065948, -0.0673547238111496, 0.16502250730991364, -0.05721385031938553, -0.07441543787717819, -0.2309371829032898, 0.03160815313458443, 0.3239305317401886, -0.042885225266218185]"
277,99b2cc67-e5e4-4e1d-802e-e1ff45e71735.jpg,"['#nature', '#picoftheday', '#beautiful', '#travel', '#life']",[0.         0.         0.56345737 ... 0.         0.         0.03835232],277,"[0.23463739454746246, -0.07821667194366455, 0.01572437211871147, -0.10034777224063873, 0.161167711019516, -0.18653889000415802, -0.16008110344409943, 0.16089466214179993, 0.5544964671134949, -0.1648881733417511]"
957,dcdd0dae-1ac6-4065-8279-a9dd770b9632.jpg,['#wedding'],[0.10156268 0.00474833 1.8978698  ... 0.         0.77691287 1.9918157 ],957,"[-0.07500378787517548, -0.044209253042936325, -0.043981101363897324, 0.05466153472661972, 0.10932374000549316, 0.1320670247077942, -0.02137061208486557, 0.1018318459391594, 0.12253428250551224, -0.025085175409913063]"
428,65125103-f114-4752-bc9d-d1787a4e0f4e.jpg,"['#babypictures', '#newbornphotoshoot', '#babyphotographer', '#childphotographer', '#babyphotoshoot', '#photographer', '#childrenphotographer', '#children', '#newborns', '#babyphotography', '#babypics', '#naturallightphotography', '#photography', '#ranbjargarphotography', '#childphotography', '#naturallight', '#childrenphotography', '#newbornpose', '#icelandicphotographer', '#beanbag', '#babies', '#newborn', '#newbornphotography', '#newbornphotographer', '#newbornposing', '#naturallightphotographer', '#babyboy']",[0.13123034 0.         0.6695673  ... 0.07880661 0.13141559 0.        ],428,"[-0.5407299399375916, -0.3939312994480133, -0.3324858546257019, 0.6117788553237915, -0.4004248082637787, -0.4776981770992279, -0.06761030107736588, 0.4333718419075012, 0.40560802817344666, -0.3613325357437134]"
391,7635bbbf-251e-4ef9-9420-2fad50b435d1.jpg,"['#myself', '#nature', '#fashion', '#newlook', '#instagram', '#instagood', '#picoftheday', '#photography', '#attitude', '#likeforlikes', '#life', '#likes', '#likeforfol', '#art', '#me', '#follow', '#photooftheday', '#happy', '#sajidkhanpathan', '#bhfyp', '#like', '#instalike', '#smile', '#followme', '#photo', '#style', '#beautiful', '#followforfollowback', '#instadaily', '#love']",[0.3961953  0.03358172 0.         ... 0.08901762 0.         0.        ],391,"[0.2661021649837494, -0.12899379432201385, 0.2313050925731659, -0.05868334323167801, 0.35138416290283203, -0.11287403106689453, -0.02492241933941841, 0.22254732251167297, 0.9066964983940125, -0.05054064095020294]"
821,712e5bf7-0df3-46a5-a2d0-18d5533cd436.jpg,"['#painting', '#lineart', '#lodz', '#drawing', '#poland', '#yellow', '#insect', '#artistic', '#graphic', '#children', '#black', '#freelance', '#graphicdesigner', '#sketchbook', '#art', '#watercolours', '#polish', '#sun', '#illustrations', '#sketches', '#book', '#blue', '#animals', '#childrenbook', '#red', '#designer', '#kids', '#artist', '#artwork', '#summer']",[2.0945742 0.        0.        ... 0.674736  0.        1.1502471],821,"[0.019104432314634323, -0.14866061508655548, -0.0891050174832344, -0.28283190727233887, -0.36705833673477173, 0.1391768455505371, -0.18932168185710907, -0.16334037482738495, 0.69229656457901, -1.0711662769317627]"
532,257611fd-e149-48c3-a781-7426bd6c81d7.jpg,"['#porsche', '#audi', '#v', '#supercars', '#supercar', '#auto', '#organizeyourcar', '#turbo', '#automotive', '#car', '#instacars', '#ferrari', '#carswithoutlimits', '#luxury', '#jdm', '#instacar', '#photography', '#mercedes', '#racing', '#carphotography', '#carporn', '#carlifestyle', '#ford', '#carsofinstagram', '#toyota', '#cars', '#bmw', '#m', '#s']",[0.         0.         0.45568907 ... 0.25761902 0.17472719 0.        ],532,"[0.2651230990886688, -0.566367506980896, 0.02307184971868992, 0.15467528998851776, 0.08526723086833954, -0.571079671382904, -0.0636235699057579, -0.09735910594463348, -0.1715187132358551, -0.7426600456237793]"
706,5e4a8bf4-c1b5-4af1-9618-1a426a13e3fb.jpg,"['#disen', '#architecture', '#classickitchen', '#archilovers', '#archdaily', '#architecturephotography', '#Innenarchitektur']",[0.10491645 0.         0.02887865 ... 0.44662026 0.46054286 0.        ],706,"[0.1321122646331787, 0.23325137794017792, 0.04399069771170616, 0.03456475958228111, -0.30087241530418396, -0.07997707277536392, 0.2715202271938324, -0.0026578628458082676, 0.3052131235599518, -0.2496950477361679]"
438,c2a10ac5-122b-4b9e-ae81-9c8353c9807c.jpg,"['#instagood', '#babyboy', '#family', '#bebe', '#pregnancy', '#babygirl', '#babyshower', '#cutebaby', '#bhfyp', '#happy', '#mom', '#photography', '#follow', '#instababy', '#love', '#instagram', '#momlife', '#pregnant', '#baby', '#girl', '#handmade', '#babies', '#newborn', '#babylove', '#kids', '#beautiful', '#cute', '#photooftheday']",[1.3341463  0.04858267 0.19453476 ... 0.01719118 0.18552521 0.        ],438,"[-0.012903358787298203, -0.3276461362838745, -0.07342289388179779, 0.34069085121154785, -0.2955402433872223, -0.19693876802921295, -0.4295787811279297, 0.4197860360145569, 0.5725767612457275, -0.20788554847240448]"
166,bf13aa3b-e9b1-47fe-820e-635c5ea1f0bd.jpg,"['#photooftheday', '#like', '#nature', '#beautiful', '#summer', '#girl', '#instagood', '#fitness', '#cute', '#follow', '#fashion', '#art', '#followme', '#instagram', '#friends', '#food', '#tbt', '#me', '#photography', '#instadaily', '#travel', '#happy', '#selfie', '#fun', '#beauty', '#picoftheday', '#repost', '#style', '#love']",[1.9879855  0.01821615 0.02724604 ... 0.         0.1233276  0.        ],166,"[0.34601059556007385, -0.05939919501543045, 0.17626163363456726, -0.08182904124259949, 0.3038431704044342, 0.011294109746813774, -0.15972724556922913, 0.19028300046920776, 0.8944585919380188, -0.11513280123472214]"
467,848255b1-738a-4062-a56b-08e37345de29.jpg,"['#babystyle', '#babiesofinstagram', '#babygirl', '#kidsclothes', '#babyboutique', '#babyshower', '#kidswear', '#fashion', '#babyootd', '#babyclothing', '#babystore', '#toddlerfashion', '#love', '#kidsfashion', '#vintage', '#momlife', '#babyshop', '#babyclothes', '#babyfashion', '#baby', '#shopsmall', '#handmade', '#babies', '#babymodel', '#newborn', '#babylove', '#motherhood', '#kids', '#babyboy', '#floral']",[0.         0.22664729 0.         ... 0.07094467 0.00742729 2.4851522 ],467,"[-0.23931673169136047, -0.2789370119571686, -0.13960886001586914, 0.5789095759391785, -0.39609795808792114, -0.34960299730300903, -0.2841905653476715, 0.5495958924293518, 0.4251343011856079, -0.32398149371147156]"
448,46fd4af1-3324-468d-8f25-4dbc2c383542.jpg,"['#mood', '#diaperbag', '#bagslover', '#ootd', '#bags', '#pasteldiaperbag', '#momslife', '#babies', '#bag', '#blogger', '#pregnancy', '#onlineshopping', '#styleblogger', '#babybag', '#momtobe', '#pregnant']",[0.88867944 0.42245346 0.03349636 ... 1.0854428  0.         1.6237404 ],448,"[-0.17198731005191803, 0.026901600882411003, -0.1322258859872818, 0.5187687873840332, 0.013510433956980705, -0.10837747156620026, -0.4340347945690155, 0.5161024928092957, 0.6507138013839722, -0.10393742471933365]"
928,728d743a-733a-4429-949c-beb6091e0dac.jpg,"['#tdxsl', '#wedding', '#fiance', '#dance']",[0.31213215 1.6910611  0.02529997 ... 0.         0.         0.        ],928,"[-0.031889356672763824, -0.14541423320770264, -0.05113733559846878, 0.10562563687562943, 0.17295606434345245, 0.22390159964561462, -0.10028094798326492, 0.1147482842206955, 0.20774362981319427, -0.07259272038936615]"
69,befa1c91-dc94-4d8f-bb0a-00dd32be6292.jpg,"['#fitnessmotivation', '#workout', '#fitmotivation', '#suncity', '#monday', '#fitnesssuncity', '#pardubice', '#tabata', '#fitness', '#befit', '#tabataworkout']",[0.02431007 0.9283737  1.5050454  ... 0.         0.04924885 0.        ],69,"[0.5747182965278625, -0.006704534869641066, 0.0584498830139637, 0.19310490787029266, 0.3617427349090576, 0.1636936366558075, 0.04923512041568756, -0.13416752219200134, 0.11865783482789993, 0.20972640812397003]"
400,db59e3f2-1924-4421-a387-084e5b9db617.jpg,"['#dad', '#adorablebabies', '#babiesofinstagram', '#babydoll', '#babygirl', '#pregnancy', '#sweet', '#kidsstylesquad', '#kid', '#mom', '#love', '#cutebabies', '#kidsofinstagram', '#baby', '#babies', '#babylove', '#kids', '#babyboy', '#loving']",[0.61792487 1.1006117  0.47345436 ... 0.         0.14526615 0.        ],400,"[-0.16259916126728058, -0.2672816514968872, -0.23688875138759613, 0.47510623931884766, -0.37840843200683594, -0.1477934569120407, -0.4800265431404114, 0.4703049063682556, 0.27996763586997986, -0.29711031913757324]"
543,ae88a8ef-15e3-47a4-b831-ddb2f0251cfd.jpg,"['#avtoxuliqan', '#avtosh', '#nivaurban', '#pasatka', '#bpan', '#azelow', '#qaraba', '#niva', '#luxurycars', '#peredok', '#nivabaku', '#nivabaki', '#vipcars', '#bakucars', '#azelowstyle', '#cars', '#xuliqanstyle', '#lada', '#avtoshstyle', '#ladaniva']",[0.01377568 0.42667878 0.66839087 ... 0.5999105  0.38222495 0.31233132],543,"[0.1124860867857933, -0.20129670202732086, 0.38731077313423157, -0.06103019788861275, 0.02628215402364731, -0.09934661537408829, -0.07272157818078995, 0.1083928719162941, -0.5059164762496948, -0.8963531851768494]"
97,8a6f214a-7063-42e7-9b00-7d85f625e799.jpg,"['#positivevibes', '#autism', '#focus', '#boxingtraining', '#fundamental', '#strength', '#boxingtrainer', '#fitness', '#girls', '#love', '#positivity', '#boxing', '#blessed', '#boxingcoach', '#boys', '#kids', '#dedication', '#class']",[0.         1.4380288  0.9115927  ... 0.4825216  0.35555553 0.43832353],97,"[0.5755879878997803, -0.12635333836078644, 0.35053563117980957, 0.48110249638557434, 0.02090805023908615, 0.1279100775718689, -0.5977736115455627, -0.008465343154966831, 0.39619016647338867, -0.10002749413251877]"
661,cecded2b-1a14-4801-bd67-6f7a9f2b97aa.jpg,"['#asmr', '#sleep', '#skincare', '#asmreating', '#makup', '#skincareroutine', '#skin', '#relax', '#food', '#asmrsounds', '#asmreatingshow', '#asmrmakeup', '#asmrsleep', '#asmrroleplay', '#asmrrelax']",[0.14398123 0.         1.6263494  ... 0.         0.         0.36005554],661,"[-0.01492560189217329, 0.6307747960090637, 0.09191632270812988, 0.04629287123680115, 0.08863183856010437, -0.31809502840042114, -0.5470260381698608, -0.26496168971061707, 0.13732820749282837, 0.17552466690540314]"
533,bd6ddbc2-7b43-4645-a650-9cb7c5b74d4e.jpg,"['#avtocollection', '#sportcar', '#vehicle', '#bugatti', '#scale', '#rolls', '#hobby', '#automuseum', '#ixomodels', '#collection', '#classiccarcollection', '#mersedes', '#ford', '#automobile', '#autodesign', '#cars', '#classicoldcars', '#fiat', '#design', '#modelcasrs']",[0.         0.0209716  0.38562402 ... 0.43350044 1.9419981  0.        ],533,"[0.3907114863395691, -0.14312370121479034, 0.026551038026809692, 0.207442507147789, 0.019616829231381416, -0.49209555983543396, 0.2637684941291809, -0.22778044641017914, -0.17841088771820068, -0.7154078483581543]"
693,920fcd0c-c4f6-4f71-8de2-06aa0581eea6.jpg,"['#explore', '#lmao', '#desimeme', '#art', '#meme', '#foryou', '#recent', '#ullzang', '#memesdaily', '#viral', '#funnymemes', '#vegan', '#writersofinstagram', '#memepage', '#mood', '#quotes', '#muslimmemes', '#twitter', '#comedy', '#writerscommunity', '#poetry', '#fashion', '#memes', '#fun', '#instaexplore', '#thoughts', '#blogger', '#banter', '#food', '#twittermemes']",[0.         0.80144584 0.6036766  ... 0.         0.04835083 1.4374999 ],693,"[-0.2877599895000458, -0.01650809869170189, 0.4083763659000397, 0.28358498215675354, 0.04469991847872734, 0.18527482450008392, -0.5279671549797058, -0.4899754226207733, 0.9169491529464722, -0.42645594477653503]"
524,e8f3d896-9637-4d77-8934-42f280c1e8c4.jpg,"['#audi', '#travelphotography', '#instalike', '#spring', '#russia', '#instagood', '#usa', '#instacars', '#naturephotography', '#audia', '#carlifestyle', '#cars', '#followforfollowback', '#followforlike', '#liketime', '#nature', '#travel', '#follow', '#naturelovers']",[1.418544  0.5487015 0.        ... 0.        0.        1.6088655],524,"[0.305231511592865, -0.3805583715438843, 0.04245564341545105, -0.18329456448554993, 0.48109132051467896, -0.4794049561023712, -0.014997655525803566, -0.03171737492084503, 0.5832332968711853, -0.28666746616363525]"
312,4fbc3762-2afe-44eb-a3bd-45d8d69a4764.jpg,"['#blackandwithe', '#river', '#hus', '#svartvitt', '#houses']",[0.24034019 0.         0.         ... 0.         0.         0.2274747 ],312,"[0.052977848798036575, -0.08778023719787598, -0.22496441006660461, -0.11702480912208557, -0.04139911010861397, 0.09301847964525223, 0.03206443414092064, 0.012387439608573914, 0.004959728103131056, -0.22817093133926392]"
239,1f8d5a5a-4869-4435-8717-dddefd4daae0.jpg,"['#nature', '#travelphotography', '#art', '#picoftheday', '#building', '#beautiful', '#citylife', '#travel', '#streetphotography', '#photography', '#cityphotography', '#architecture', '#street', '#urban', '#cityscape', '#life', '#landscape', '#photooftheday', '#city', '#love', '#ig', '#photographer', '#sunset', '#bhfyp', '#europe', '#summer', '#instagood', '#photo', '#sky', '#instagram']",[0.05547782 0.         0.4480735  ... 1.0375117  0.07570858 0.39831597],239,"[0.3616655766963959, 0.15344077348709106, -0.23479081690311432, -0.20036247372627258, 0.009064756333827972, -0.30957233905792236, 0.053464557975530624, 0.17817969620227814, 0.8747714161872864, -0.4181421101093292]"
869,21707d03-0b92-4ac8-9bf3-48e9a9bde2e3.jpg,"['#pet', '#dogs', '#animals', '#wildlife', '#cats', '#nature', '#dog', '#cute', '#cat', '#love', '#pets', '#animal']",[0.24686958 0.         0.0498279  ... 0.27777722 0.15639614 0.        ],869,"[0.16799315810203552, -0.2781548798084259, 0.10594120621681213, -0.18787457048892975, 0.001663643168285489, -0.28581199049949646, -0.42135199904441833, 0.5247166752815247, 0.3670526444911957, 0.03614167124032974]"
